id,title,version,entered-date,description,summary,changes,keywords,author,maintained-by,primary-site,alternate-site,original-site,wiki-site,platforms,copying-policy,group,crc,md5,sha,versions,,,
djgpp_bs,DJGPP Bison,2.4.1,2012-09-24,DJGPP Bison (YACC ile uyumlu bir ayrçütçrçcç oluüturucu),,,"bison, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp_bs.html,,,,DOS,GNU General Public License,devel,,b39d5e5aba79c0fda1d0e1dea3875377,0c408c8f27010b768c8ea894b757e40c767d0721725bf71476d8e09ba19f7b24,,,,
djgpp_db,DJGPP GDB,7.5,2012-09-24,DJGPP Hata ayçklayçcç (GDB),,,"gcc, gdb, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp_db.html,,,,DOS,GNU General Public License,devel,,8fb319ed3637645b0d702f7e4cb8d950,08b215eda5121233c7c298314bef08b63731482ede30679f04b1d2429efbefce,,,,
djgpp_fq,DJGPP FAQ,2.30,2012-09-24,DJGPP SSS belgeleri,,,"gcc, SSS, make, derleyici, c, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp_fq.html,,,,DOS,GNU General Public License,devel,,5821dd28416948345dccd22fa91268d5,3f43f327a84b5433948c153b362dcde37df603454b4d8848c6ca716ff6983aaa,,,,
djgpp_fx,DJGPP Flex,2.5.4,2012-09-24,DJGPP Flex (hçzlç sîzlÅksel analiz oluüturucu),,,"flex, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp_fx.html,,,,DOS,GNU General Public License,devel,,fba165b739e4fa9f58820a18db67f298,7a6d429e8535e08a05867d87b06d813b2b57d4da80b53ecb8ac180959c410f47,,,,
djgpp_gc,DJGPP GCC,4.71,2012-09-24,DJGPP GCC (C derleyicisi),,,"gcc, derleyici, c, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp_gc.html,,,,DOS,GNU General Public License,devel,,d0cbb7de1cc1afa009c9756e21177d30,96c2a95a059335e7f06389d103e9aec73e347dd95353adad6767842f6b0c7fad,,,,
djgpp_gp,DJGPP GPP,4.71,2012-09-24,DJGPP GPP (C++ derleyicisi),,,"derleyici, cpp, gpp, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp_gp.html,,,,DOS,GNU General Public License,devel,,daadd1a5b0ad62ab62faad913d1cfd34,ee82745dbec83d20023ffe224b95bf1791fadb00eb59473fae98b5ee5e8fb753,,,,
djgpp_mk,DJGPP make,3.79.1,2012-09-24,DJGPP make,,,"gcc, make, derleyici, c, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp_mk.html,,,,DOS,GNU General Public License,devel,,ec7b357c74b99867951937560b880740,1bc93519783f66628fc45a3e7fc8845ef8a942322b61a6ccc83d3196e79c778a,,,,
djgpp_ob,DJGPP Objective-C compiler,4.71,2012-09-24,DJGPP Objective-C derleyicisi,,,"gcc, objective-c, derleyici, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp_ob.html,,,,DOS,GNU General Public License,devel,,8074c8629d8c9061db769b6f2418fe19,8ba63cdf58ab572c682f8551f71ec12c18be775f1fd2312c92bd83709180eff0,,,,
djgpp_rh,DJGPP RHIDE,1.5,2012-09-24,DJGPP RHIDE dÅzenleyici,,,"rhide, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp_rh.html,,,,DOS,GNU General Public License,devel,,efe696bc2e5c1a7f16018c009fc39df6,a8597f7099b24398dce94eae37ce7bb19bfaa4d02aa30289fec60401b8e1d083,,,,
djgpp,DJGPP,2.03,2012-09-24,DJGPP ortamç,,,"gcc, derleyici, c, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp.html,,,,DOS,"GNU General Public License, Version 2",devel,,f5d800c52d01cbcecc7ad466168e9a0a,bd3920d89c9a8a5bb57bc86a87c979e41fe5586cc1546b55eb6c4deec5aa1c04,,,,
djgpp_tx,DJGPP Texinfo,4.12,2012-09-24,DJGPP Texinfo (info dosya gîrÅntÅleyici),,,"texinfo, djgpp",,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/djgpp_tx.html,,,,DOS,GNU General Public License,devel,,3ed43f4a3775f495a268df7679699d4a,2a59d8925f005d482e2b37ecfae0104c218ada82bf5b2d84591902e2ddf5a8ed,,,,
dn2,DOS Navigator 2,2.14 beta,2012-09-25,"DOS Navigator 2 OpenSource, DOS Navigator'a dayalç bir dosya yîneticisidir (c) 1991-99 RIT Research Labs.",,,"dos tarayçcçsç, norton commander",DOS Navigator developers,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/dn2.html,,,,DOS,"OpenSource, similar to BSD License",util,,26ce07a01320cde479b541129299a23d,65318053f04044538dc6332c31e0372fbbbba938c45a3aa5d4040cb6a6153cb5,,,,
dog,DOG,0.8.3b,2002-03-15,"Alternatif bir command.com kabußu, FreeCOM'a benzer ama farklçdçr.",,,"komut, kabuk",Wolf Bergenheim,Wolf Bergenheim,https://sourceforge.net/projects/dog/files/dog/,,https://sourceforge.net/projects/dog/files/dog/,,"DOS (Turbo C++ 1.01, ASM), FreeDOS","GNU General Public License, Version 2",util,,907a1b707c36382d5760e0aae6cfa8d5,ba35e4c136c8e084ff800d57579ab39f9c260cc1c246058e58065d44b4acf5d7,,,,
dos32a,DOS/32A,9.1.2,2009-02-15,"DOS/32A, bir DOS geniületicisidir.",,,"7-zip, 7z, 7za, arüiv yînetici",,,http://dos32a.narechk.net/,,,,DOS,"Open source, similar to BSD License",util,,b139623172ddb5a01d684406e7500293,dbd2dc7e0a1f21cda807b4326090cde43d20bdc90431cc298071d78a267e65a1,,,,
dosfsck,DOSFSCK,2.11c,2012-01-08,PC/MS-DOS dosya sistemlerinin tutarlçlçßçnç kontrol eder ve isteße baßlç olarak bunlarç onarmaya áalçüçr.,,,"scandisk,chkdsk","Werner Almesberger, Roman Hodek",Eric Auer,http://ericauer.cosmodata.virtuaserver.com.br/soft/by-others/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/chkdsk/dosfsck/,,,DOS,"GNU General Public License, Version 2",base,,1758e7e98613dc627ade67d58f43c944,5b4ee84cf3621321c223e5d0ab64b4a83f542d04cdf5d3e4058b42820650754d,,,,
doshexed,DOSHEXED,1.2f,2013-07-25,Onaltçlç dÅzenleyici ve gîrÅntÅleyici,,,onaltçlç dÅzenleyici gîrÅntÅleyici hata ayçklayçcç,Christopher Robert Evans 1-916-612-6904 <axiomfinity@ymail.com>,Christopher Robert Evans 1-916-612-6904 <aaxiomfinity@gmail.com>,http://doshexed.sourceforge.net/,http://tawhakisoft.com/,,,DOS,"GNU General Public License, Version 3",edit,,4b5bc56cd330838cade3cbab06a14c54,8b0821174b7f013912a13f9a8f81b1bf4fc61d8c2ade7b67f599e1f56e829ee1,,,,
doslfn,DOSLFN,0.41,2011-12-16,DÅz DOS'ta uzun dosya adç (LFN) API'sini (Windows olmadan) saßlar,,,"uzun dosya ismi, lfn",Henrik Haftmann,Jason Hood <jadoxa@yahoo.com.au>,http://adoxa.110mb.com/doslfn/,,http://www.tu-chemnitz.de/~heha/hs_freeware/freew.html,,dos ('386+),Freeware w/sources,util,,b10ad41a2525e3e51a262b7fcc272150,dad37b3e23fd1c3ccef7237af37a8772648d96694f07c0f65b1c208018d2dc4f,,,,
dosmid,DOSMid,0.9.2,2017-06-06,"Biráok synthesizer iáin MIDI áalçcç (AWE, MPU-401, OPL...)","DOSMid, DOS iáin bir MIDI ve MUS áalardçr. Äok mÅtevazç donançm yapçlandçrmalarçnda áalçüacak üekilde tasarlanmçü bir geráek kip uygulamasçdçr. Standart MIDI dosyalarçnç, RIFF'de MIDI'yi (yani RMID) ve (Id Software'in Doom, Heretic, Hexen, vs. gibi biráok oyunda kullandçßç) MUS seslerini áalar.",,"midi,mus,rmid,áalar",Mateusz Viste,Mateusz Viste,,http://sourceforge.net/projects/dosmid/,http://dosmid.sourceforge.net/,,DOS,Simplified (2-Clause) BSD License,sound,,099b4d4541ba9105b4fdc804adae3707,11bf156b358c8bd88cddc3348ff39bdb34f63c200b59e9a89052055a3e8945db,,,,
dosutil,DOSUTIL,2012,2012-12-30,Batch dosyalarç iáin kÅáÅk yardçmcç programlar koleksiyonu,,,DOSUTILS SCRDUMP,Jurgen Hoffman <wiwa64@web.de>,Jurgen Hoffman <wiwa64@web.de>,http://www.bttr-software.de/products/jhoffmann/#dosutils,http://www.bttr-software.de/products/jhoffmann/#dosutils,,,,European Union Public License v1.1,util,,7515505b410061bdcccef1241f8bc517,1ab90002220110f005f3b82b1314bac715916790a9b8a625a78b1c7e69724e5e,,,,
doszip,Doszip Commander,2.55,2016-02-12,"KÅáÅk bir LFN uyumlu, yerleüik zip araálç dosya yîneticisi. JWasm ve OpenWatcom ile derlenmiütir. DOS ve Windows iáin tÅm kaynak kodu iáerir",,,DOS FreeDOS,Hjort Nidudsson (nidud _AT_ users.sourceforge.net),Hjort Nidudsson (nidud _AT_ users.sourceforge.net),https://github.com/nidud/asmc,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/doszip/,http://sourceforge.net/projects/doszip/,,DOS WIN32,"GNU General Public License, Version 2",util,,842e5f9436500f070af7079b70662cbb,20ef426ffb2f8f1f02c1c1c35eb71d7e4a1a2a3f6b4e65ba7af3c40ca947270e,,,,
du,DU,1.0,1994-05-13,UNIX 'du' gibi disk kullançmçnç gîrÅntÅle,,,"du, disk kullançmçnç gîrÅntÅle",minyard _AT_ mindspring.com,minyard _AT_ mindspring.com,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/du.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/disk/,,,"DOS, FreeDOS","GNU General Public License, Version 2",util,,60d6b5e518d3b62bdf5f9faaf1caedfb,c0054daaf75f98cc24c07aff246d28b37ba345a644d77da180e412b39f170207,,,,
dwol,DWOL,1.0,2017-03-19,'wake-on-lan' paketleri hesaplayçp gînderen kÅáÅk bir araá,,,dos aß,Mateusz Viste,Mateusz Viste,http://dwol.sourceforge.net,,http://dwol.sourceforge.net,,DOS,MIT License,net,,91e90ee45bf80d27c55f17ffdeb9edc5,25892eaad3a81679f678643b75cfb8d6dc53661a52f14f732512fa62cdd78a7a,,,,
dzemm,DZEMM,1.06,2016-07-10,Doszip Geniületilmiü Bellek Yîneticisi (Expanded Memory Manager (EMM)),,,DOS FreeDOS EMS XMS EMM,Hjort Nidudsson (nidud _AT_ users.sourceforge.net),Hjort Nidudsson (nidud _AT_ users.sourceforge.net),http://sourceforge.net/projects/doszip/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/file/doszip/,http://sourceforge.net/projects/doszip/,,DOS WIN32,"GNU General Public License, Version 2",util,,851b359acc8606d3a3a35eff75819241,a7e352ca0543580dbb9d827a6c78764fbe8cfcb9dfc5371535f994e2aa803cd3,,,,
e1000pkt,E1000PKT,"February 1, 2007",2016-08-24,"Intel(R) PRO/1000 adaptatîrleri iáin paket sÅrÅcÅleri, mesela 82544, 82540, 82545, 82541, and 82547 temelli Ethernet kontrolcÅleri iáin.",,,"82544, 82540, 82545, 82541, 82547, GIGPKTDRVR, Gigabit Paket SÅrÅcÅ",Intel Corporation,my.green@mailbox.org,https://github.com/ulrich-hansen/E1000PKT,https://github.com/ulrich-hansen/E1000PKT,https://downloadcenter.intel.com/download/12586,,DOS,"GNU General Public License, Version 2.",net,,97ff618aab73067c3b849ae82b73b641,758a57e81c13d45ab1ccb4a15ef0cd1f3dfe497d7ba3725cd8784b453d13c61f,,,,
e100pkt,E100PKT,0.2,2018-05-30,DOS iáin paket sÅrÅcÅsÅ,,,"net, ethernet, paket, sÅrÅcÅ, e100, intel",sethsimon@sdf.org (Seth Simon),sethsimon@sdf.org (Seth Simon),gopher://sdf.org/1/users/sethsimon/e100pkt/,,,,DOS (NASM),"GNU General Public License, Version 3",net,,cadaa845ccf9e7669ba9556bce5c88bc,ba36bd9db6c02db960b398bbe8c3d5a394e5091412e3d4561c16eb3c1ee7c3d8,,,,
e3,e3,2.7.1,2015-05-28,Hem 16 hem de 32 bit sÅrÅmÅnde gelen kÅáÅk bir metin dÅzenleyicisi,,,dÅzenleyici,Albrecht Kleine,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/e3.html,,,,DOS,"GNU General Public License, Version 2",edit,,5c7cf2a9ba331bcb70b7d6772ea3dd57,4be247ff8e323806e1cb874b4ca7b9afc3e1db3863c63ad274c651cb93e2857e,,,,
edit,FreeDOS Edit,0.9a,2008-04-09,FreeDOS'un geliümiü MS-DOS Edit klonu,,,dÅzenleyici,Shaun Raven <shaun@cmlmicro.co.uk>,Aitor Santamar?a-Merino <aitor.sm (#) gmail.com>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/edit/,http://www.freedos.org/,,http://wiki.freedos.org/wiki/index.php/Edit,DOS (Borland C),"GNU General Public License, Version 2",base,,8ae71a5271a01e4e7143f1ac274adb00,a7a4e642734e65f2eaca2fca651a6d3cd8af715f907e47bad70cb1009d3d5176,,,,
edlin,EDLIN,2.10c,2007-06-02,"edlin programç, standart FreeDOS satçr dÅzenleyicisidir.",,,"edit, dÅzenleyici, satçr dÅzenleyici",Gregory Pietsch <gpietsch -at- comcast.net>,Gregory Pietsch <gpietsch -at- users.sourceforge.net>,http://sourceforge.net/projects/freedos-edlin,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/edlin,http://sourceforge.net/projects/freedos-edlin,http://wiki.freedos.org/wiki/index.php/Edlin,"DOS (Microsoft Visual C++ in C mode, Borland C++), FreeDOS, OpenWatcom, Linux (gcc)","GNU General Public License, Version 2",base,,98eef409ca6897772509226900b308e4,ae5774b607b6d390ce62c4407dcef5a3dd095c7b7c794b8b539791a8d823c514,,,,
eliza,Eliza,1.01,2015-08-26,en eski YZ bilgisayar sohbet robotlarçndan biri,,,,Michael Day,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/eliza.html,,,,DOS,Public Domain,games,,73513d2a0e00aa220ac84f705e3f18a2,856f70903df19d406a2ee9aaac63ebb41826352efc5e551fce27358b13c58c68,,,,
elvis,elvis,2.2,2013-12-08,Standart UNIX dÅzenleyicisi olan vi/ex'in bir klonu. Neredeyse tÅm vi/ex commands komutlarçnç destekler,,,"vi, dÅzenleyici",Steve Kirkendall,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/elvis.html,,,,,Clarified Artistic License,edit,,b542a2a60cadb685673e6d5e641553a3,6107d879794e2e2979dc5e701cc63c38540767f7ccc6407c14571c054e51f78b,,,,
empong,Emeritus Pong,0.91,2012-09-21,"Emeritus Pong, 'Pong' oyununun bir klonudur.",,,"Pong, Oyunlar",Mateusz Viste,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/empong.html,,,,DOS,"GNU General Public License, Version 3",games,,86299c2ec926a2b024d34dbc4232be70,a25ef6ee9fc12eaff8bd65f406e162d49a3d1d69b0a270414792985c576f1d46,,,,
ethtools,ETHTOOLS,8feb2010,2013-02-01,"Ethernet aßlarç iáin tançlama araá takçmç. WatTCP kullançlarak derlenmiütir. ETHWHAT, WWWATCH, ETHSEND, ETHDUMP, ETHWATCH, ETHSHOW iáerir.",,,ethtools,Joergen Hoffmann,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ethtools.html,http://www.bttr-software.de/products/jhoffmann/,,,DOS,EUPL v1.1,net,,2092e50630251777d8c3b64a451bee64,8eaebf27bea97055a93e8f03b81f5a4fae5e1236be73d9a733c6729483bd2c0a,,,,
euphoria,Euphoria,3.1.1,2013-08-15,Euphoria yorumlayçcçsç/derleyicisi,,,euphoria,Rapid Deployment Software,,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/euphoria.html,,,,DOS,Free (sources available),devel,,adac1a33a884b208c13be8de84be83f7,4ed9a4c108e5c4c7dd22e0d01598ab2e3e45b184c2bc74608c15995fe102ea0e,,,,
ewsnake,EW Snake,0.5,2013-07-16,('Nibbles' olarak da bilinen) klasik yçlan oyununun klonu.,,,"yçlan, nibble",Federico Marverti (yfede),,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/ewsnake.html,,,,DOS,"GNU General Public License, Version 2",games,,091622162d5b73d56912598433231498,334c300a6e82a0aa6373cea2be8fc0dfc94f8629379f6506b00b260bd9382fec,,,,
exe2bin,exe2bin,1.5,2006-07-24,Bir exe dosyasçnç bin biáimine dînÅütÅr,,,freedos,ramax@maks.bhg.ru,ramax@maks.bhg.ru,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/,,,http://wiki.freedos.org/wiki/index.php/Exe2bin,dos,"Sybase Open Watcom Public License, Version 1.0",base,,b9a193142b3b1a4d609c37cfe09bbe98,252718b072b094be2ce877f92bd6616bbf4c9f4beb1f8bdcf2ea7c88ab43c6fb,,,,
fasm,flat assembler (fasm),1.73.04,2017-06-11,Hçzlç ve gÅálÅ 80x86 assembler'ç,"Flat assembler (fasm olarak kçsaltçlmçü), DOS, Windows ve GNU/Linux iületim sistemleri iáin kendi kendini birleütirebilen hçzlç bir assembler'dçr. ôncelikle x86 komutlarçnçn birleütirilmesi iáin tasarlanmçütçr ve MMX, 3DNow!, SSE'den SSE4, AVX, AVX2, XOP ve AVX-512 uzantçlarçna kadar x86 ile x86-64 komutlarçnç destekler ve dÅz ikili, MZ, PE, COFF veya ELF biáiminde áçktç Åretebilir. GÅálÅ ama kullançmç kolay makrokomut desteßini iáerir ve komut kodlarçnçn boyutunu optimize etmek iáin áoklu geáiüler yapar. Flat assembler kendi kendini derleyebilir ve tÅm kaynak kodu daßçtçma dahildir.",Fixed a bug in 'bndstx'/'bndldx' special address syntax processing.,"assembler, asm, fasm",Tomasz Grysztar <privalov _AT_ o2.pl>,Tomasz Grysztar <privalov _AT_ o2.pl>,http://flatassembler.net/,,http://fasm.sourceforge.net/,,DOS,Modified (2-Clause) BSD License,devel,,f69798fa4480ef230751c9cc7b37d2fa,8a21270007a062d4564a28e9e05d6a1cdde13184b77e0a8290c867e6467b34fd,,,,
fbc_help,FreeBASIC help files,1.05.0,2016-07-10,FreeBASIC derleyicisi iáin yardçm sistemi (FBHELP v0.8b),,,"basic, yardçm, derleyici",FreeBASIC Development team,Daniel Verkamp,https://sourceforge.net/projects/fbc/,https://github.com/freebasic/fbc,http://www.freebasic.net,,"DOS, Windows, Linux","GNU General Public License, Version 2",devel,,1df37db291e183e9405de336a34845c7,813bb2e8f70429c255133898f5e413e125b54bd40817ae4e6b74b19457ecb6c8,,,,
fbc,FreeBASIC,1.05.0,2016-07-10,"FreeBASIC, bir 32-bit BASIC Derleyicisi",,,"basic, derleyici",FreeBASIC Development team,Daniel Verkamp,https://sourceforge.net/projects/fbc/,https://github.com/freebasic/fbc,http://www.freebasic.net,,"DOS, Windows, Linux","GNU General Public License, Version 2",devel,,6cd316489046f997b0a91db1bd087d3f,041ea6de208f796fc378e465f866ef9a43e714916d9cc82f32fb836ea27e52f0,,,,
fc,fc,3.03,2005-01-10,Dosya karüçlaütçrma aracç,,,"freedos, dosya, karüçlaütçr, fc",coldfusion1@geocities.com,Maurizio Spagni <flurmy@freemail.it>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/fc/,,,http://wiki.freedos.org/wiki/index.php/Fc,dos (C) *** uses FreeDOS kitten,"GNU General Public License, Version 2",base,,b2637016ba6230cef3ded8fcb75a78fb,bfca673575e25e66fcc3fe5a094fa80b29fd9bdfe6de9ccecb911937224c2a1f,,,,
fdapm,FDAPM,2009sep11,2009-09-11,"APM / ACPI kontrolÅ/bilgisi, enerji tasarrufu saßlayan TSR/kontrolÅ, arabellek boüaltçcç, tekrar baülatçcç... {MS-DOS POWER iáin bir alternatif}",,,"APM, ACPI, gÅá, batarya, enerji tasarrufu, spin down, dpms ekran, kçs, yeniden baülat, kapat",Eric Auer mceric_at_users.sourceforge.net,Eric Auer mceric_at_users.sourceforge.net,http://www.auersoft.eu/soft/,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/fdapm/,,,DOS (nasm),"GNU General Public License, Version 2",base,,3f6fe351f04dfd89d249ed58c0fe8f62,21812a362a45ec1c06cfb10496c15cda0de7230851ff3502c8f1bfb5ca669349,,,,
fdimples,FDIMPLES,0.9.11,2017-09-20,FreeDOS Kurucusu - Paket Listesi DÅzenleyici Yazçlçmçm,"FDIMPLES, FreeDOS Kurucusu'nun (FDI) geliümiü kipi iáin paket listesi dÅzenleyicisidir. Ayrçca FDINST komut satçrç paket yînetimi yardçmcç programçna daha kullançcç dostu bir arayÅz oluüturmak iáin baßçmsçz bir program olarak da áalçüabilir.",Migrated UI library to QCrt 9.0 for better compatibility with Parallels virtual machines.,dos 16 bit,Jerome Shidel <jerome _AT_ shidel.net>,Jerome Shidel <jerome _AT_ shidel.net>,https://fd.lod.bz/repos/current/pkg-html/fdimples.html,https://github.com/shidel/FDIMPLES,http://up.lod.bz/FDIMPLES/,,DOS,"GNU General Public License, Version 2",util,,e793a562c32d5e1ef72d43b23dfc8651,2e821e1ac9810e376145724ac0611bf4a691913036c1b081e7f2250c416c5613,,,,
fdisk,Fdisk,1.3.1,2008-11-25,Sabit disk aracç - bîlÅmler oluüturun.,,,"fdisk, biáimlendir, sabit disk, bîlÅm, fat16, fat32, bîlÅm, mbr",Brian E. Reifsnyder <breifsnyde -at- state.pa.us>,Brian E. Reifsnyder <breifsnyde -at- state.pa.us>,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/fdisk/,www.freedos.org,,,"DOS, FreeDOS","GNU General Public License, version 2",base,,e2b3e97d9afc29984105173ccd78b845,2b94b779337e1c80a060223aac0989cc9cd5ad960b11f004b85bb8587624889c,,,,
fdisrc,FDI Sources,1.2,2016-12-20,FreeDOS Kurucusu (FDI) kaynak dosyalarç.,,,dos batch,Jerome Shidel <jerome _AT_ shidel.net>,Jerome Shidel <jerome _AT_ shidel.net>,https://github.com/shidel/FDI,,http://up.lod.bz/FDI/,,DOS,"GNU General Public License, Version 2",util,,5aeffd991664254553f11dcfbfd70ca2,9b452be7f7f012667f086e70b3b3fcb926d6fcf72cc6e4622b602cf250b56969,,,,
fdnet,FDNet,2016-10-01,2016-10-01,Äeüitli donançm yapçlandçrmalarç ve sanal platformlar iáinFreeDOS iáin temel aß destek paketi. (Rugxulo'nun MetaDOS'una dayalçdçr),,,dos batch aß,Jerome Shidel and Rugxulo,Jerome Shidel <jerome _AT_ shidel.net>,https://github.com/shidel/FDNET,,https://github.com/shidel/FDNET,,DOS,"Open source, see source code",net,,4a02cb61dbac87bd10781449775cbf71,af4c85889cbff0e240fa1862191b6306e1bacdd6ba00f5db6a37fe641e3227b1,,,,
fdnpkg,FDNPKG,0.99.6b,2017-07-05,FreeDOS iáin aß destekli bir paket yîneticisi,"FDNPKG, DOS iáin aß destekli bir paket yîneticisidir. FDNPKG MIT lisansç kapsamçnda yayçnlanmçütçr.  DOS sistemlerinde ya áevrimiái (http) ya da yerel depolarç kullanarak yazçlçm kurmaya/kaldçrmaya/gÅncellemeye imkÉn verir. Mateusz Viste tarafçndan încelikle FreeDOS projesi iáin yazçlmçütçr, ancak dißer DOS sistemleri ile de kullançlabilir. FDNPKG, 'FreeDOS Network Package manager' yani 'FreeDOS Aß Paket yîneticisi' anlamçna gelir.",,"fdnpkg, gÅncelleme, paketler",Mateusz Viste,Mateusz Viste,,,http://fdnpkg.sourceforge.net/,http://wiki.freedos.org/wiki/index.php/FDNPKG,DOS,MIT License,util,,ba724c6c3d56fd44029b9b685d333530,c4ed62da1f2a3977371a27b150d8b5fe06e8cb53f8756aa13ec12199affd2352,,,,
fdshell,FDSHELL,0.10beta,2016-04-28,FreeDOS iáin DOSSHELL grafik kullançcç arayÅzÅ uygulamasç,,,DOSSHELL GUI FreeDOS DOS,Emanuelle Cipolla <emanuele_cipolla@hotmail.com>,Emanuelle Cipolla <emanuele_cipolla@hotmail.com>,http://fdshell.sourceforge.net/,http://fdshell.sourceforge.net/,,,,"GNU General Public License, Version 2",util,,deaedb717f00d7fb04d448b4b44bbaa8,76bc04a5193a620777822da1355c470bd9ee34628e9bd3efa238901ff1c20f44,,,,
fdshield,FDSHIELD,06aug2006,2016-05-19,"KîtÅcÅl yazçlçm engelleyici ve haberdar edici, DOS'unuz Åzerinde virÅs etkinlißini sçnçrlamaya yardçmcç olur",,,"freedos, vsafe, virÅs, kalkan",Eric Auer eric -at- coli.uni-sb.de,Eric Auer eric -at- coli.uni-sb.de,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/fdshield.html,http://www.ibiblio.org/pub/micro/pc-stuff/freedos/files/dos/fdshield/,,,DOS,"GNU General Public License, Version 2",util,,22a3dfcde7cb564868a0f33330866136,bab03f2f55fdf77f99ccb9dfc9e3cfdde75ed9b4c7d77047c4849100e1e69eab,,,,
fdxms286,fdxms286,0.03.Temperaments,2005-05-28,'286 sistemleri veya daha iyisi iáin alternatif XMS sÅrÅcÅsÅ.,,,"freedos, xms, himem","Till Gerken <till@tantalo.net>, Martin Strimberg <ams@ludd.ltu.se>",Martin Strimberg <ams@ludd.ltu.se>,http://www.ludd.ltu.se/~ams/freedos/,,http://www.ludd.ltu.se/~ams/freedos/,,dos (ASM),"GNU General Public License, Version 2",base,,b2f4eb32907d1bc8f04294e690cc6020,5bac26a246505be0a101e2bc654b7402b29917efe524f22178a23b7306e8a52d,,,,
fdxms,fdxms,0.94.Bananas,2005-05-28,'386 sistemleri veya daha iyisi iáin yedek XMS sÅrÅcÅsÅ,,,"freedos, xms, himem","Till Gerken <till@tantalo.net>, Martin Strimberg <ams@ludd.ltu.se>",Martin Strimberg <ams@ludd.ltu.se>,http://www.ludd.ltu.se/~ams/freedos/,,http://www.ludd.ltu.se/~ams/freedos/,,dos (ASM),"GNU General Public License, Version 2",base,,cf8be42c2444f3f498e1376eff457b4c,afb076daea109562567c05124c60a77e8b1cddd9893929cc2e36ea371754f396,,,,
fed,FED,2.24,2013-08-15,Renk ile sîzdizimi vurgulama ve daha fazlasçnç iáeren katlama metin dÅzenleyicisi,,,"metin, dÅzenleyici",Shawn Hargreaves,Robert Riebisch,http://www.bttr-software.de/products/fed/,,http://www.shawnhargreaves.com/fed/,,DOS,"GNU General Public License, Version 2",edit,,98502e0e3e7f9748d44c6cb811f8fc15,c52bd7aa675916add649e89b76d7cf4f9d9360b8fb36b734e17bcba117034db8,,,,
finddisk,FindDisk,2005-03-23,2016-06-26,Bir diski etiketiyle bulmak iáin kÅáÅk bir yardçmcç program,,,"freedos, disk",Eric Auer <eric (at) coli.uni-sb.de>,Eric Auer <eric (at) coli.uni-sb.de>,http://ibiblio.org/pub/micro/pc-stuff/freedos/files/distributions/1.2/repos/pkg-html/finddisk.html,ftp://ftp.ibiblio.org/pub/micro/pc-stuff/freedos/files/util/system/,,,,Public Domain,util,,4533675ae84495b22e62067e430e29c1,c8cebe8f43e72875fdc243eb97b3dca0ecde0bc5c92789b9f2e7bade7ff7665d,,,,
